time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02183,0.00000,0.00000,0.00031,-0.00000,0.00000,0.00000,6.71505,-0.19272,-0.01227,20.00000,0.00000,0.00031,6.71781,0.00000,2.62762,0.00000
0.08737,0.01563,-0.00784,-0.00281,0.66452,-0.19545,-0.02937,8.73697,-0.23654,-0.01581,19.98438,0.00784,0.00281,8.74017,0.00000,1.88825,0.00000
0.12175,0.14458,-0.02190,-0.00250,3.20532,-0.39089,0.02497,9.31883,-0.24451,-0.01719,19.85543,0.02190,0.00250,9.32204,0.00000,1.89525,0.00000
0.15837,0.40842,-0.02653,-0.00094,7.15334,-0.15636,0.05140,9.44140,-0.22531,-0.01688,19.59160,0.02653,0.00094,9.44409,0.00000,1.91304,0.00000
0.19513,0.79540,-0.03274,0.00228,9.88959,-0.15636,0.09693,9.36909,-0.19893,-0.01582,19.20463,0.03274,0.00228,9.37120,0.00000,1.54233,0.00000
0.22993,1.27424,-0.03171,0.00589,13.52489,-0.00000,0.09987,9.19586,-0.18069,-0.01449,18.72578,0.03171,0.00589,9.19764,0.00000,1.54904,0.00000
0.26203,1.81762,-0.03652,0.00876,15.87025,-0.15636,0.08665,8.96478,-0.16473,-0.01292,18.18242,0.03652,0.00876,8.96629,0.00000,1.63392,0.00000
0.29648,2.48213,-0.03260,0.01363,19.62282,-0.11727,0.17184,8.65874,-0.18182,-0.01001,17.51790,0.03260,0.01363,8.66065,0.00000,1.66717,0.00000
0.33017,3.25212,-0.02225,0.01977,22.16363,-0.00000,0.18652,8.29309,-0.19344,-0.00559,16.74790,0.02225,0.01977,8.29534,0.00000,1.67300,0.00000
0.36572,4.13146,-0.00528,0.02515,24.50898,-0.07818,0.15568,7.88913,-0.19658,-0.00028,15.86854,0.00528,0.02515,7.89158,0.00000,1.67562,0.00000
