time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02193,0.00000,0.00000,-0.00016,-0.00000,0.00000,0.00000,6.43848,3.53329,0.41977,22.36068,0.00000,1.00016,7.34426,0.00000,2.61158,0.00000
0.08811,0.01173,-0.00000,0.00343,0.50816,0.00000,0.22765,8.37244,4.58857,0.54538,22.35019,0.00525,0.99657,9.54739,0.00000,2.02242,0.00000
0.12617,0.15036,0.02994,0.01491,3.16623,0.62543,0.34074,8.93056,4.87488,0.58090,22.21284,0.04047,0.98509,10.17445,0.00000,2.10379,0.00000
0.16130,0.37003,0.10204,0.03125,6.33246,1.75902,0.49348,9.05850,4.86530,0.58559,21.98420,0.07422,0.96875,10.28239,0.00000,2.11517,0.00000
0.19709,0.69567,0.18911,0.05258,8.71691,2.18900,0.66385,9.02230,4.73644,0.57788,21.65435,0.14197,0.94742,10.18998,0.00000,1.52425,0.00000
0.22835,1.04993,0.29985,0.07689,10.43684,2.93170,0.83863,8.92606,4.50297,0.56495,21.28845,0.20135,0.92311,9.99756,0.00000,1.48371,0.00000
0.25942,1.48853,0.45747,0.10673,14.26759,3.75257,1.01340,8.77783,4.17521,0.54784,20.82629,0.25651,0.89327,9.72022,0.00000,1.42975,0.00000
0.29483,2.07118,0.68308,0.14675,16.88657,4.57345,1.16909,8.59436,3.70455,0.52805,20.20514,0.31529,0.85325,9.35878,0.00000,1.50063,0.00000
0.32770,2.65794,0.93618,0.18957,18.91922,5.04252,1.34533,8.37981,3.19122,0.50207,19.56783,0.35132,0.81043,8.96689,0.00000,1.42042,0.00000
0.35971,3.37464,1.26657,0.23600,22.39816,5.51159,1.50248,8.07667,2.69167,0.46683,18.77966,0.37633,0.76400,8.51339,0.00000,1.45221,0.00000
0.39108,4.08499,1.60603,0.28513,24.78261,5.47250,1.64201,7.71328,2.15136,0.42593,17.99295,0.39038,0.71487,8.00769,0.00000,1.55546,0.00000
0.42628,4.95938,2.07998,0.34606,27.04979,5.66795,1.73160,7.14554,1.56023,0.38206,16.99844,0.35751,0.65394,7.31389,0.00000,3.64904,0.00000
