time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02284,0.00000,0.00000,0.00028,-0.00000,0.00000,0.00000,-2.99925,-16.74018,-0.01174,50.99020,0.00000,0.00028,17.00674,0.00000,2.51592,0.00000
0.07830,-0.00000,-0.00977,0.00156,0.00000,-0.27363,0.09400,-3.90826,-21.75536,-0.01553,50.98061,0.00192,0.00156,22.10362,0.00000,1.87979,0.00000
0.11737,-0.00375,-0.14268,0.00418,-0.07818,-3.59621,0.05434,-4.20426,-23.22119,-0.01712,50.84956,0.02431,0.00418,23.59871,0.00000,2.06354,0.00000
0.14793,0.01270,-0.36739,0.00699,0.39089,-6.01975,0.11309,-4.35647,-23.56763,-0.01808,50.63251,0.08451,0.00699,23.96690,0.00000,2.12713,0.00000
0.18347,0.04495,-0.75609,0.01441,0.78179,-10.90591,0.21149,-4.50886,-23.50250,-0.02070,50.25797,0.19236,0.01441,23.93109,0.00000,1.54437,0.00000
0.21089,0.06405,-1.15262,0.02045,0.54725,-12.89947,0.22765,-4.65011,-23.28693,-0.02294,49.87335,0.28885,0.02045,23.74667,0.00000,1.08558,0.00000
0.23590,0.09180,-1.56650,0.02593,0.62543,-15.04938,0.21884,-4.76640,-23.05175,-0.02565,49.47371,0.39724,0.02593,23.53936,0.00000,1.12379,0.00000
0.26076,0.12711,-2.03483,0.03143,0.82088,-18.37197,0.21149,-4.86586,-22.79553,-0.02907,49.02261,0.52371,0.03143,23.30907,0.00000,1.18008,0.00000
0.29148,0.15713,-2.62051,0.03873,0.66452,-20.60006,0.23793,-4.96167,-22.46571,-0.03368,48.45599,0.66800,0.03873,23.00709,0.00000,1.17804,0.00000
0.31771,0.18959,-3.27841,0.04387,0.31271,-22.63270,0.19681,-5.04912,-22.06951,-0.03831,47.81981,0.82886,0.04387,22.63972,0.00000,1.31892,0.00000
