time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02184,0.00000,0.00000,0.00101,-0.00000,0.00000,0.00000,-0.15183,6.42916,0.31710,20.00000,0.00000,0.74899,6.43095,0.00000,2.58825,0.00000
0.09225,-0.00594,0.04299,0.00953,-0.11727,1.17268,0.31577,-0.16392,8.37334,0.41245,19.95701,0.00594,0.74047,8.37495,0.00000,3.10042,0.00000
0.13245,0.00465,0.15451,0.02442,0.23454,3.00988,0.42886,-0.09969,8.96827,0.44249,19.84550,0.00465,0.72558,8.96882,0.00000,1.56625,0.00000
0.16490,0.01333,0.35219,0.04546,0.46907,5.35523,0.66826,0.00865,9.09066,0.45064,19.64782,0.01333,0.70454,9.09066,0.00000,1.44929,0.00000
0.19601,0.05058,0.61404,0.06709,1.28995,7.70059,0.73876,0.13317,9.02958,0.45139,19.38602,0.05058,0.68291,9.03056,0.00000,1.23842,0.00000
0.22820,0.06379,0.93816,0.09579,1.25086,9.49870,0.97228,0.27493,8.86753,0.44620,19.06194,0.06379,0.65421,8.87179,0.00000,1.24483,0.00000
0.25809,0.08429,1.31711,0.12690,1.60266,11.72679,1.08831,0.43886,8.67945,0.43739,18.68308,0.08429,0.62310,8.69053,0.00000,1.27663,0.00000
0.28917,0.08445,1.75854,0.16302,1.79811,14.07214,1.23077,0.59237,8.47216,0.42460,18.24165,0.08445,0.58698,8.49285,0.00000,1.23637,0.00000
0.32571,0.06546,2.28447,0.21179,2.30627,15.67480,1.35708,0.70721,8.22646,0.40640,17.71565,0.06546,0.53821,8.25680,0.00000,1.44171,0.00000
0.36626,0.07363,3.06659,0.26969,3.94802,17.66836,1.47604,0.75374,7.89178,0.38179,16.93357,0.07363,0.48031,7.92769,0.00000,1.33583,0.00000
0.40090,0.07718,3.78975,0.32120,5.55068,19.58373,1.53773,0.95942,7.46016,0.35308,16.21044,0.07718,0.42880,7.52160,0.00000,1.54146,0.00000
0.43557,0.04197,4.53248,0.37488,6.01975,20.91277,1.57151,1.21070,6.97011,0.31486,15.46758,0.04197,0.37512,7.07447,0.00000,1.17075,0.00000
0.46481,-0.00485,5.24047,0.42127,6.72336,21.69456,1.58032,1.51066,6.47831,0.27622,14.75954,0.00485,0.32873,6.65212,0.00000,1.15500,0.00000
