time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02863,0.00000,0.00000,-0.00108,-0.00000,0.00000,0.00000,6.23569,3.16100,0.42218,22.36068,0.00000,1.00108,6.99112,0.00000,1.98158,0.00000
0.08879,0.00391,-0.00000,0.00153,0.58634,0.00000,0.17037,8.09520,4.09787,0.54830,22.35718,0.00175,0.99847,9.07331,0.00000,1.94746,0.00000
0.12643,0.13279,0.02791,0.01434,2.69716,0.82088,0.40830,8.57270,4.28677,0.58284,22.22946,0.03442,0.98566,9.58476,0.00000,1.43850,0.00000
0.16186,0.34653,0.10382,0.03352,5.86339,1.95446,0.60217,8.61430,4.13979,0.58660,22.00439,0.06211,0.96648,9.55740,0.00000,1.59512,0.00000
0.19662,0.68441,0.22547,0.05888,9.18598,3.20532,0.78282,8.42034,3.80850,0.58008,21.64795,0.10441,0.94112,9.24158,0.00000,1.35917,0.00000
0.23390,1.13774,0.39854,0.09358,12.11768,3.79166,1.02662,8.03242,3.26407,0.56871,21.16537,0.15235,0.90642,8.67029,0.00000,1.43267,0.00000
0.27376,1.67555,0.60363,0.14044,16.06570,4.41709,1.23811,7.52621,2.44655,0.55073,20.59314,0.20942,0.85956,7.91388,0.00000,1.57413,0.00000
0.31045,2.39651,0.92070,0.19475,19.50556,5.31614,1.55535,6.87672,1.69002,0.52288,19.80698,0.24825,0.80525,7.08135,0.00000,1.62662,0.00000
0.35743,3.41916,1.39780,0.27418,22.86723,5.31614,1.78153,6.06921,0.74630,0.46728,18.67945,0.27886,0.72582,6.11492,0.00000,1.45571,0.00000
0.39561,4.31111,1.83956,0.34618,25.72075,4.72980,1.94603,5.44846,0.05302,0.40435,17.68429,0.28263,0.65382,5.44872,0.00000,2.92221,0.00000
0.43295,5.29959,2.33933,0.42013,27.87066,3.55713,2.00918,4.76472,-0.69289,0.33605,16.57673,0.27769,0.57987,4.81484,0.00000,1.36208,0.00000
0.46711,6.19179,2.82816,0.48888,29.35606,2.34536,1.97834,4.26124,-1.23738,0.27958,15.55963,0.23947,0.51112,4.43727,0.00000,1.26146,0.00000
0.50075,7.08662,3.35121,0.55185,30.41147,1.36813,1.87553,3.86094,-1.42316,0.23605,14.52452,0.17182,0.44815,4.11488,0.00000,1.23550,0.00000
0.54146,7.97968,3.83544,0.62347,30.02057,-1.75902,1.69635,3.25306,-1.16230,0.18638,13.50888,0.13810,0.37653,3.45446,0.00000,1.23142,0.00000
0.58387,9.28599,4.54006,0.69312,29.78604,-4.02620,1.55976,2.68952,-0.77798,0.15040,12.02502,0.09207,0.30688,2.79978,0.00000,1.42042,0.00000
0.62587,10.36656,5.10735,0.75365,28.45700,-6.25429,1.40114,2.38052,-0.48080,0.11127,10.80468,0.06791,0.24635,2.42859,0.00000,1.47875,0.00000
0.66128,11.21611,5.59932,0.79924,27.59704,-6.56700,1.29980,1.96715,-0.38384,0.07537,9.82460,0.00781,0.20076,2.00425,0.00000,1.41954,0.00000
0.70063,12.05215,6.10660,0.84626,26.73707,-6.95789,1.14412,1.49817,-0.38758,0.05042,8.85025,0.07202,0.15374,1.54749,0.00000,1.26292,0.00000
0.74051,12.95345,6.70319,0.88989,24.74352,-6.64518,1.03984,1.10918,-0.41056,0.03880,7.77964,0.20255,0.11011,1.18273,0.00000,1.41663,0.00000
0.77588,13.69938,7.24600,0.92345,24.15718,-6.41064,0.93556,0.83738,-0.43327,0.03204,6.87621,0.35447,0.07655,0.94283,0.00000,1.57558,0.00000
0.81077,14.34678,7.76163,0.95522,23.25813,-6.05884,0.88122,0.56225,-0.44462,0.02781,6.08023,0.52614,0.04478,0.71680,0.00000,1.23900,0.00000
