time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02222,0.00000,0.00000,0.00053,-0.00000,0.00000,0.00000,-2.73547,-15.78249,-0.02499,50.99020,0.00000,0.00053,16.01779,0.00000,1.12029,0.00000
0.08280,0.00001,-0.02932,0.00258,0.03909,-1.01632,0.08665,-3.57967,-20.50221,-0.03313,50.96145,0.00576,0.00258,20.81236,0.00000,0.81229,0.00000
0.11738,0.01597,-0.15045,0.00853,0.35180,-3.16623,0.17918,-3.90508,-21.86473,-0.03745,50.84582,0.04517,0.00853,22.21072,0.00000,0.81492,0.00000
0.14600,0.03516,-0.35357,0.01411,0.58634,-5.55068,0.18359,-4.07153,-22.20289,-0.04058,50.65049,0.10382,0.01411,22.57312,0.00000,0.56583,0.00000
0.17179,0.06793,-0.61310,0.01877,1.01632,-8.91236,0.17918,-4.18702,-22.21929,-0.04307,50.40267,0.18685,0.01877,22.61035,0.00000,0.57167,0.00000
0.19689,0.10419,-0.88807,0.02382,1.21177,-10.35866,0.20562,-4.31128,-22.11802,-0.04547,50.14057,0.27633,0.02382,22.53428,0.00000,0.47833,0.00000
0.22326,0.14381,-1.24687,0.02962,1.21177,-12.78220,0.21002,-4.45716,-21.94739,-0.04820,49.79724,0.38555,0.02962,22.39541,0.00000,0.55096,0.00000
0.24841,0.18834,-1.64251,0.03459,1.21177,-15.32300,0.20121,-4.59803,-21.74901,-0.05112,49.41911,0.50681,0.03459,22.22974,0.00000,0.61629,0.00000
0.27414,0.22859,-2.08116,0.04008,1.09450,-16.84748,0.21002,-4.72873,-21.53103,-0.05410,48.99836,0.63230,0.04008,22.04418,0.00000,0.56204,0.00000
0.30053,0.26415,-2.59027,0.04527,0.66452,-19.23193,0.19534,-4.85122,-21.28327,-0.05706,48.50809,0.76701,0.04527,21.82915,0.00000,0.55388,0.00000
0.32728,0.30378,-3.17935,0.04921,0.58634,-20.91277,0.15862,-4.95576,-21.00195,-0.05969,47.94102,0.92140,0.04921,21.57872,0.00000,0.57750,0.00000
0.35569,0.34638,-3.85432,0.05334,0.39089,-23.37539,0.15568,-5.05832,-20.67479,-0.06235,47.29135,1.09555,0.05334,21.28458,0.00000,0.66413,0.00000
0.38519,0.38278,-4.54524,0.05687,0.07818,-25.40804,0.09400,-5.15362,-20.32052,-0.06471,46.62550,1.26674,0.05687,20.96386,0.00000,0.82279,0.00000
0.41261,0.43202,-5.42141,0.05996,0.00000,-27.90975,0.09693,-5.25931,-19.86512,-0.06664,45.78294,1.48686,0.05996,20.54954,0.00000,0.55825,0.00000
0.44308,0.46734,-6.24555,0.06311,-0.50816,-30.05966,0.09840,-5.35815,-19.38190,-0.06881,44.98907,1.68311,0.06311,20.10890,0.00000,0.55942,0.00000
0.47141,0.49399,-7.21126,0.06388,-0.89905,-31.50597,0.00000,-5.41993,-18.87868,-0.06987,44.05678,1.89864,0.06388,19.64128,0.00000,4.09879,0.00000
0.50380,0.56394,-8.34073,0.06549,-0.31271,-33.26498,0.06315,-5.48423,-18.36835,-0.06980,42.97780,2.18874,0.06549,19.16958,0.00000,0.48358,0.00000
0.53091,0.60477,-9.33108,0.06628,-0.66452,-35.14127,0.00881,-5.51667,-17.91865,-0.06929,42.02882,2.42300,0.06628,18.74864,0.00000,0.49204,0.00000
0.56999,0.65477,-10.75566,0.06478,-1.05541,-37.01756,-0.05581,-5.52527,-17.36134,-0.06788,40.66500,2.75141,0.06478,18.21935,0.00000,0.56525,0.00000
0.60009,0.71040,-11.83317,0.06322,-0.54725,-38.38568,-0.06315,-5.53644,-16.86209,-0.06535,39.64113,3.01728,0.06322,17.74774,0.00000,0.48329,0.00000
0.62902,0.76123,-13.04805,0.06135,-0.66452,-39.91016,-0.05728,-5.54008,-16.33294,-0.06255,38.48701,3.30538,0.06135,17.24695,0.00000,0.53083,0.00000
