time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02398,0.00000,0.00000,0.00111,-0.00000,0.00000,0.00000,6.92623,3.26239,0.41260,22.36068,0.00000,0.99889,7.65610,0.00000,1.23025,0.00000
0.08991,0.00977,0.00195,0.00629,0.54725,0.11727,0.24968,9.01693,4.20530,0.53482,22.35106,0.00262,0.99371,9.94936,0.00000,0.91204,0.00000
0.13328,0.19514,0.05196,0.02457,4.69071,1.32904,0.51258,9.64486,4.34663,0.56551,22.16294,0.04079,0.97543,10.57905,0.00000,0.83388,0.00000
0.16723,0.52268,0.16940,0.04656,7.46605,2.81443,0.71232,9.79985,4.19643,0.56742,21.81758,0.08223,0.95344,10.66054,0.00000,0.67579,0.00000
0.19694,0.86885,0.29892,0.07019,10.78864,3.43986,0.85185,9.81190,3.94678,0.55987,21.45022,0.12120,0.92981,10.57594,0.00000,0.54483,0.00000
0.22614,1.28391,0.44347,0.09889,13.56398,3.94802,1.03543,9.76263,3.63917,0.54845,21.01474,0.17753,0.90111,10.41885,0.00000,0.54979,0.00000
0.25644,1.77903,0.62006,0.13502,16.37841,4.14346,1.23077,9.66903,3.24553,0.53323,20.49358,0.24101,0.86498,10.19920,0.00000,0.60462,0.00000
0.28951,2.39632,0.86874,0.17822,19.81827,5.19888,1.40848,9.50609,2.76016,0.51227,19.83102,0.29464,0.82178,9.89870,0.00000,0.51975,0.00000
0.32150,3.14359,1.19709,0.22808,23.76629,5.74613,1.63613,9.31058,2.24506,0.48649,19.01657,0.33515,0.77192,9.57743,0.00000,0.59412,0.00000
0.35334,3.96666,1.55819,0.28272,26.65890,5.31614,1.72425,9.12779,1.65498,0.45449,18.11994,0.38025,0.71728,9.27661,0.00000,0.60287,0.00000
0.38498,4.80855,1.95281,0.34123,29.35606,4.69071,1.86672,8.77921,1.09354,0.42126,17.19120,0.40381,0.65877,8.84705,0.00000,0.69358,0.00000
0.42053,5.84042,2.46836,0.40964,32.44411,4.22164,1.94015,8.26823,0.47761,0.38341,16.03806,0.40415,0.59036,8.28201,0.00000,0.64050,0.00000
0.45513,6.93671,3.09816,0.47770,35.02400,3.90893,2.00331,7.66769,-0.04098,0.34295,14.77447,0.33112,0.52230,7.66780,0.00000,0.61746,0.00000
0.48744,7.99482,3.72374,0.54171,36.97847,2.69716,2.00331,7.00113,-0.53949,0.30099,13.54679,0.24478,0.45829,7.02189,0.00000,0.62038,0.00000
0.52265,9.11812,4.42666,0.61095,39.98834,0.70361,1.94456,6.24278,-0.74485,0.25842,12.22610,0.11842,0.38905,6.28706,0.00000,0.77438,0.00000
0.56176,10.52902,5.30426,0.68235,40.96558,-2.26718,1.84909,5.37593,-0.80912,0.21751,10.57116,0.03555,0.31765,5.43648,0.00000,0.57633,0.00000
0.60566,12.08812,6.34415,0.76040,41.59100,-4.26073,1.71250,4.37456,-0.76630,0.17188,8.71568,0.26841,0.23960,4.44117,0.00000,0.68950,0.00000
0.63968,13.27785,7.11805,0.81678,41.08284,-7.46605,1.61116,3.56216,-0.69562,0.13677,7.31389,0.42854,0.18322,3.62945,0.00000,0.69037,0.00000
0.67531,14.42434,7.92891,0.87027,40.22288,-8.24784,1.51717,2.70754,-0.63181,0.10554,5.94789,0.64107,0.12973,2.78028,0.00000,0.62154,0.00000
0.71057,15.55186,8.82139,0.92300,40.41832,-8.28693,1.45695,-10.75737,-10.91848,-0.78460,49.02361,4.44814,1.92300,15.32756,1.00000,0.69037,0.00000
0.74544,16.60663,9.69181,0.96840,38.30750,-9.02963,1.25721,-15.51762,-13.49237,-1.05562,49.80754,3.39337,1.96840,20.56309,1.00000,0.74200,22.33603
0.77740,17.55891,10.37298,0.99835,34.78947,-11.96132,0.85038,-17.45114,-13.78500,-1.13743,50.43209,2.44109,1.99835,22.23890,1.00000,0.64575,24.10236
0.80980,18.45784,10.98750,1.02137,30.72418,-13.13400,0.60804,-18.53593,-13.34882,-1.15969,51.01081,1.54216,2.02137,22.84232,1.00000,0.57721,24.79129
0.84228,19.28243,11.44558,1.02711,26.18982,-14.11123,-0.08959,-19.19284,-12.98644,-1.16682,51.45059,0.71757,2.02711,23.17353,1.00000,0.58625,25.17702
0.87397,20.01956,11.68364,1.01817,19.19284,-15.36209,-0.38480,-19.49612,-12.84284,-1.16765,51.68365,0.01956,2.01817,23.34604,1.00000,0.51071,25.37189
0.90097,20.63000,11.83472,1.00611,15.90934,-15.32300,-0.51992,-19.61383,-12.83214,-1.16592,51.83855,0.63000,2.00611,23.43857,1.00000,0.49904,25.46975
