time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02227,0.00000,0.00000,0.00071,-0.00000,0.00000,0.00294,5.94776,2.75898,0.39493,22.36068,0.00000,0.99929,6.55651,0.00000,0.96863,0.00000
0.08077,0.00586,-0.00000,0.00297,0.11727,0.00000,0.19387,7.73735,3.57591,0.51239,22.35544,0.00262,0.99703,8.52371,0.00000,1.13808,0.00000
0.11896,0.10943,0.00619,0.01257,2.34536,0.15636,0.30402,8.27151,3.77649,0.54322,22.26008,0.04340,0.98743,9.09284,0.00000,0.70963,0.00000
0.15334,0.29268,0.04375,0.02634,5.19888,0.93814,0.42592,8.41222,3.76400,0.54601,22.07953,0.09176,0.97366,9.21592,0.00000,0.86567,0.00000
0.18730,0.55334,0.09370,0.04295,7.54423,1.21177,0.51111,8.41368,3.67466,0.53904,21.82447,0.16365,0.95705,9.18113,0.00000,0.56117,0.00000
0.22066,0.88015,0.18204,0.06371,9.22507,2.22809,0.66238,8.35774,3.52227,0.52632,21.49327,0.23079,0.93629,9.06963,0.00000,0.57313,0.00000
0.25485,1.27987,0.30311,0.09062,12.54766,2.89261,0.81807,8.29065,3.27117,0.50838,21.08253,0.30126,0.90938,8.91266,0.00000,0.56408,0.00000
0.28906,1.82159,0.47567,0.12117,14.46304,3.36168,0.96640,8.18516,2.94271,0.48740,20.52237,0.38919,0.87883,8.69807,0.00000,0.45704,0.00000
0.31617,2.30056,0.64977,0.15032,16.49568,3.79166,1.12209,8.08042,2.60711,0.46605,20.01742,0.44767,0.84968,8.49059,0.00000,0.52267,0.00000
0.34428,2.82287,0.84193,0.18536,18.88013,3.98711,1.27336,7.97245,2.19861,0.44455,19.46597,0.50938,0.81464,8.27005,0.00000,0.43779,0.00000
0.37260,3.40423,1.06048,0.22255,21.03004,3.79166,1.34680,7.83694,1.76347,0.42334,18.85032,0.57389,0.77745,8.03290,0.00000,0.50079,0.00000
0.40288,4.01496,1.30119,0.26646,22.74997,3.67439,1.47751,7.71583,1.35306,0.39972,18.19865,0.63173,0.73354,7.83357,0.00000,0.52617,0.00000
0.43221,4.72466,1.64121,0.31382,25.64257,4.53436,1.65229,7.55153,0.97794,0.37650,17.41280,0.64499,0.68618,7.61459,0.00000,0.49058,0.00000
0.46406,5.56300,2.05262,0.36595,28.26156,4.22164,1.70810,7.19960,0.48441,0.35346,16.47992,0.65193,0.63405,7.21588,0.00000,0.53404,0.00000
