time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02151,0.00000,0.00000,0.00007,-0.00000,0.00000,0.00000,0.04491,6.15749,0.27964,20.00000,0.00000,0.74993,6.15765,0.00000,1.10979,0.00000
0.08116,-0.00196,0.01759,0.00385,-0.03909,0.35180,0.19387,0.06828,8.00600,0.36241,19.98241,0.00196,0.74615,8.00629,0.00000,0.85371,0.00000
0.11957,0.01129,0.09584,0.01567,0.27363,2.07173,0.34661,0.10567,8.55961,0.38357,19.90416,0.01129,0.73433,8.56026,0.00000,0.68600,0.00000
0.15036,0.01672,0.24839,0.02936,0.42998,3.90893,0.56104,0.15113,8.70347,0.38555,19.75162,0.01672,0.72064,8.70478,0.00000,0.57983,0.00000
0.18313,0.04769,0.44685,0.05177,0.78179,6.37155,0.67560,0.21455,8.71836,0.37881,19.55321,0.04769,0.69823,8.72100,0.00000,0.57779,0.00000
0.21671,0.08434,0.72273,0.07575,1.60266,8.28693,0.80191,0.29291,8.65317,0.36803,19.27746,0.08434,0.67425,8.65813,0.00000,0.58042,0.00000
0.24886,0.11782,1.10554,0.10611,1.79811,10.78864,0.99725,0.39728,8.52634,0.35332,18.89483,0.11782,0.64389,8.53559,0.00000,0.57662,0.00000
0.28491,0.15203,1.52001,0.14359,2.34536,12.86038,1.13677,0.56096,8.31676,0.33502,18.48062,0.15203,0.60641,8.33565,0.00000,0.70554,0.00000
0.31666,0.15231,2.06698,0.18270,2.22809,14.85393,1.25280,0.81073,7.99222,0.31532,17.93367,0.15231,0.56730,8.03324,0.00000,0.67754,0.00000
0.35321,0.16015,2.67096,0.22925,3.12714,16.33932,1.27189,1.11580,7.58594,0.29369,17.32978,0.16015,0.52075,7.66756,0.00000,0.69533,0.00000
0.39313,0.19377,3.30710,0.28086,5.00343,17.78563,1.32770,1.51936,7.17618,0.26702,16.69403,0.19377,0.46914,7.33525,0.00000,0.82075,0.00000
0.42430,0.21515,4.09735,0.32188,6.09793,19.34920,1.33799,1.87102,6.72820,0.24303,15.90411,0.21515,0.42812,6.98351,0.00000,0.55125,0.00000
0.45380,0.20647,4.71042,0.36125,6.29338,20.24825,1.33064,2.20489,6.33577,0.21901,15.29098,0.20647,0.38875,6.70847,0.00000,0.50721,0.00000
0.48397,0.18228,5.41579,0.40094,6.99698,21.65547,1.34974,2.52134,5.89934,0.19424,14.58535,0.18228,0.34906,6.41556,0.00000,0.49875,0.00000
0.51261,0.18038,6.09635,0.44020,8.44329,21.85091,1.29539,2.79378,5.38677,0.17003,13.90482,0.18038,0.30980,6.06815,0.00000,0.59179,0.00000
0.54445,0.17472,6.80024,0.48054,9.38143,20.91277,1.25574,3.00838,4.89017,0.14861,13.20092,0.17472,0.26946,5.74144,0.00000,0.61046,0.00000
0.58355,0.17218,7.76177,0.52567,11.02318,21.34275,1.15146,3.08246,4.43216,0.12603,12.23944,0.17218,0.22433,5.39867,0.00000,0.59004,0.00000
0.61444,0.20798,8.50575,0.56022,12.50857,20.63914,1.11474,3.03751,4.12424,0.10861,11.49613,0.20798,0.18978,5.12209,0.00000,0.50575,0.00000
0.64470,0.23093,9.20787,0.59367,13.21218,19.19284,1.07803,2.94652,3.87172,0.09478,10.79460,0.23093,0.15633,4.86541,0.00000,0.65742,0.00000
0.67515,0.26399,9.95881,0.62436,14.22850,19.31011,0.96347,2.80879,3.60505,0.08170,10.04466,0.26399,0.12564,4.57009,0.00000,0.57837,0.00000
0.70586,0.34683,10.70001,0.65207,16.22206,18.48923,0.93997,2.61585,3.28777,0.06886,9.30645,0.34683,0.09793,4.20144,0.00000,0.49613,0.00000
0.73598,0.43208,11.39969,0.67962,16.37841,16.88657,0.87975,2.42658,2.90829,0.05458,8.61115,0.43208,0.07038,3.78767,0.00000,0.51129,0.00000
0.77280,0.54465,12.18829,0.70906,16.30023,15.24482,0.73876,2.20268,2.47968,0.03813,7.83068,0.54465,0.04094,3.31672,0.00000,0.59296,0.00000
0.80467,0.68409,12.90248,0.73149,17.35564,13.95488,0.68588,1.95392,2.06527,0.02539,7.13041,0.68409,0.01851,2.84309,0.00000,0.49817,0.00000
0.83470,0.79921,13.54116,0.75118,16.76930,12.97764,0.65651,1.70684,1.70031,0.01897,6.50809,0.79921,0.00118,2.40923,0.00000,0.51333,0.00000
0.86620,0.94549,14.14324,0.77024,16.69113,11.53134,0.58601,1.36151,1.37857,0.01324,5.93259,0.94549,0.02024,1.93756,0.00000,0.58567,0.00000
0.90097,1.12423,14.72243,0.78960,17.00384,9.57688,0.52726,0.99243,1.15173,0.00924,5.39598,1.12423,0.03960,1.52033,0.00000,0.58392,0.00000
0.93525,1.35277,15.36310,0.80721,16.65204,7.73968,0.49789,12.54776,2.66079,-0.00547,39.33744,3.69766,0.05721,12.82677,1.00000,0.57779,0.00000
0.96765,1.57402,15.87927,0.81925,15.79207,6.17611,0.28346,15.89435,2.95559,-0.01598,38.77810,3.59543,0.06925,16.16681,1.00000,0.49408,15.01072
0.99653,1.80734,16.34613,0.82711,16.96475,5.31614,0.27758,16.76910,2.94626,-0.02245,38.25645,3.53060,0.07711,17.02596,1.00000,0.50021,15.87844
1.02577,2.10384,16.86746,0.83617,19.89645,4.69071,0.33486,16.87215,2.82282,-0.02840,37.65685,3.48813,0.08617,17.10666,1.00000,0.51158,15.96745
1.05410,2.44619,17.38002,0.84547,20.91277,3.40077,0.33046,16.73248,2.67654,-0.03433,37.04321,3.48866,0.09547,16.94520,1.00000,0.49233,15.81380
1.08796,2.95571,18.08795,0.85835,25.72075,2.65807,0.40977,16.44139,2.50390,-0.04253,36.17854,3.51991,0.10835,16.63096,1.00000,0.72625,15.50811
1.11933,3.50730,18.84861,0.87152,29.66877,2.65807,0.41417,16.07404,2.34485,-0.05150,35.24795,3.55692,0.12152,16.24417,1.00000,0.69067,15.12885
1.15331,4.11985,19.70480,0.88680,32.17049,2.50171,0.48026,15.63069,2.18289,-0.06230,34.20495,3.59168,0.13680,15.78237,1.00000,0.60229,0.00000
