time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02236,0.00000,0.00000,0.00087,-0.00000,0.00000,0.00000,0.17261,6.40720,0.31001,20.00000,0.00000,0.74913,6.40952,0.00000,1.68963,0.00000
0.08106,-0.00392,0.00977,0.00514,-0.07818,0.27363,0.20121,0.23326,8.32392,0.40215,19.99023,0.00392,0.74486,8.32719,0.00000,1.77596,0.00000
0.12182,0.00531,0.10364,0.01860,0.19545,2.26718,0.35836,0.27576,8.86134,0.42694,19.89636,0.00531,0.73140,8.86563,0.00000,1.59658,0.00000
0.15871,0.00938,0.30115,0.03660,0.23454,4.45618,0.62420,0.31611,8.94691,0.43047,19.69885,0.00938,0.71340,8.95249,0.00000,1.01967,0.00000
0.19154,0.04922,0.54126,0.06123,1.09450,7.70059,0.77254,0.39481,8.85800,0.42707,19.45880,0.04922,0.68877,8.86679,0.00000,1.17717,0.00000
0.22392,0.08403,0.86843,0.08820,1.79811,9.81141,0.89591,0.49665,8.69042,0.41985,19.13175,0.08403,0.66180,8.70460,0.00000,0.85050,0.00000
0.25407,0.10588,1.19996,0.11733,1.68084,10.86682,1.05159,0.62752,8.48015,0.40839,18.80034,0.10588,0.63267,8.50334,0.00000,0.85225,0.00000
0.29275,0.10764,1.70222,0.16335,1.68084,12.70402,1.22930,0.82084,8.15749,0.38756,18.29810,0.10764,0.58665,8.19868,0.00000,1.13604,0.00000
0.34333,0.08621,2.49398,0.22920,2.30627,16.06570,1.36883,1.10054,7.64331,0.35293,17.50624,0.08621,0.52080,7.72213,0.00000,1.02258,0.00000
0.37784,0.05492,3.13489,0.27751,3.28350,17.55109,1.41583,1.43248,7.10820,0.32090,16.86520,0.05492,0.47249,7.25110,0.00000,1.08558,0.00000
0.41168,0.05876,3.80652,0.32412,5.00343,18.76286,1.39233,1.81567,6.57984,0.29011,16.19358,0.05876,0.42588,6.82576,0.00000,0.71137,0.00000
0.44369,0.03987,4.44737,0.36918,5.90248,19.74009,1.39967,2.17576,6.10855,0.26178,15.55268,0.03987,0.38082,6.48447,0.00000,0.96921,0.00000
0.48592,-0.02704,5.16745,0.42696,5.98066,20.60006,1.34680,2.57067,5.47059,0.22862,14.83258,0.02704,0.32304,6.04448,0.00000,0.66267,0.00000
0.51513,-0.06388,6.03253,0.46706,7.97422,20.40461,1.35708,2.74783,4.89826,0.19926,13.96762,0.06388,0.28294,5.61637,0.00000,0.65888,0.00000
0.54439,-0.09431,6.67572,0.50630,8.75600,20.24825,1.29980,2.82288,4.52500,0.17411,13.32461,0.09431,0.24370,5.33332,0.00000,0.66763,0.00000
0.58164,-0.09521,7.52173,0.55440,10.59320,20.01372,1.30861,2.82732,4.21802,0.14575,12.47863,0.09521,0.19560,5.07794,0.00000,0.73325,0.00000
0.61911,-0.10290,8.31638,0.60097,11.57043,18.72377,1.23518,2.84790,3.90568,0.11790,11.68407,0.10290,0.14903,4.83372,0.00000,0.89337,0.00000
0.65295,-0.08430,9.07338,0.64183,12.86038,18.60650,1.15293,2.77812,3.55072,0.09294,10.92695,0.08430,0.10817,4.50839,0.00000,0.94879,0.00000
0.68381,-0.03897,9.80140,0.67534,13.91579,17.00384,1.07362,2.67963,3.23215,0.07458,10.19867,0.03897,0.07466,4.19848,0.00000,0.74608,0.00000
0.71656,-0.00821,10.43900,0.70886,14.26759,15.98752,1.01340,2.57925,2.93060,0.05654,9.56100,0.00821,0.04114,3.90397,0.00000,0.79537,0.00000
