time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02606,0.00000,0.00000,0.00005,-0.00000,0.00000,0.00000,-2.67347,-15.86138,0.00123,50.99020,0.00000,0.00005,16.08511,0.00000,1.10104,0.00000
0.07967,0.00000,-0.01564,0.00169,0.00000,-0.50816,0.09106,-3.48993,-20.61463,0.00103,50.97486,0.00307,0.00169,20.90795,0.00000,1.09842,0.00000
0.11164,0.00990,-0.13094,0.00268,0.27363,-2.81443,0.01469,-3.75644,-22.01002,0.00048,50.86375,0.03539,0.00268,22.32828,0.00000,1.14567,0.00000
0.14111,0.02197,-0.28140,0.00244,0.46907,-4.80798,0.00000,-3.84844,-22.39480,0.00063,50.71862,0.07673,0.00244,22.72306,0.00000,1.12642,0.00000
0.17628,0.04615,-0.56865,0.00402,0.66452,-9.42052,0.06609,-3.91301,-22.44676,0.00090,50.44188,0.15678,0.00402,22.78527,0.00000,1.11271,0.00000
0.20564,0.06925,-0.96141,0.00699,0.74270,-11.60952,0.08959,-3.98633,-22.37424,0.00105,50.06170,0.25645,0.00699,22.72658,0.00000,1.10658,0.00000
0.23486,0.09355,-1.37951,0.00911,0.58634,-14.15032,0.06315,-4.05458,-22.25624,0.00137,49.65714,0.36227,0.00911,22.62255,0.00000,1.21304,0.00000
0.26620,0.12968,-1.91082,0.01151,0.93814,-17.04293,0.08225,-4.13136,-22.09422,0.00184,49.14448,0.50190,0.01151,22.47716,0.00000,2.67604,0.00000
0.30158,0.14766,-2.62403,0.01362,0.42998,-19.62282,0.04259,-4.21243,-21.86869,0.00280,48.45057,0.65941,0.01362,22.27071,0.00000,1.02462,0.00000
0.33133,0.17762,-3.24325,0.01667,0.54725,-21.85091,0.12484,-4.30226,-21.63836,0.00335,47.85162,0.81022,0.01667,22.06191,0.00000,1.12292,0.00000
0.36690,0.21704,-4.17499,0.02264,0.62543,-24.62625,0.15421,-4.44026,-21.29617,0.00298,46.95018,1.03161,0.02264,21.75414,0.00000,0.69708,0.00000
0.40706,0.25564,-5.02844,0.02885,0.50816,-26.85434,0.15862,-4.61256,-20.96189,0.00186,46.12613,1.23684,0.02885,21.46338,0.00000,0.81579,0.00000
0.43422,0.29222,-6.06173,0.03262,0.27363,-28.06611,0.10868,-4.79152,-20.53215,0.00155,45.12761,1.47535,0.03262,21.08383,0.00000,0.65712,0.00000
0.45927,0.32655,-6.82718,0.03495,0.27363,-30.09875,0.11015,-4.94021,-20.13544,0.00195,44.39066,1.65913,0.03495,20.73262,0.00000,0.74462,0.00000
0.48535,0.36147,-7.66493,0.03790,0.31271,-32.17049,0.12190,-5.09166,-19.67343,0.00214,43.58461,1.85767,0.03790,20.32163,0.00000,0.80354,0.00000
0.51300,0.37947,-8.56590,0.04026,-0.27363,-34.04677,0.07197,-5.24143,-19.14522,0.00272,42.71438,2.05201,0.04026,19.84973,0.00000,0.88025,0.00000
0.54471,0.40153,-9.70342,0.04196,-0.78179,-35.06309,0.03378,-5.41175,-18.45728,0.00305,41.61737,2.29673,0.04196,19.23430,0.00000,0.98583,0.00000
0.58535,0.45705,-11.24844,0.04430,-0.31271,-36.97847,0.06022,-5.58489,-17.55201,0.00384,40.13768,2.65417,0.04430,18.41912,0.00000,0.88813,0.00000
0.61572,0.48502,-12.45624,0.04604,-0.58634,-39.94925,0.06609,-5.64559,-17.00607,0.00253,38.98037,2.91847,0.04604,17.91868,0.00000,0.93771,0.00000
0.65808,0.52089,-14.19983,0.04852,-1.05541,-41.23920,0.04994,-5.64366,-16.41065,-0.00137,37.31409,3.29559,0.04852,17.35397,0.00000,0.75483,0.00000
0.68656,0.55061,-15.42527,0.04977,-1.01632,-42.25552,0.06756,-5.61053,-15.89228,-0.00379,36.14869,3.56506,0.04977,16.85357,0.00000,0.77467,0.00000
0.71601,0.56340,-16.71225,0.05011,-1.40721,-42.80277,0.00000,-5.53814,-15.34989,-0.00670,34.92363,3.83000,0.05011,16.31840,0.00000,0.86304,0.00000
0.74504,0.56986,-17.97414,0.05002,-1.91538,-44.28817,0.00441,-5.42471,-14.76623,-0.00930,33.72503,4.08381,0.05002,15.73115,0.00000,0.95725,0.00000
0.77503,0.55475,-19.31927,0.04910,-2.46263,-44.99177,-0.04112,-5.27731,-14.11316,-0.01112,32.44548,4.33279,0.04910,15.06755,0.00000,0.90679,0.00000
0.80384,0.50628,-20.68555,0.04771,-3.47895,-45.53902,-0.04700,-5.10432,-13.45415,-0.01182,31.14031,4.55321,0.04771,14.38986,0.00000,0.86567,0.00000
0.83352,0.39380,-22.02145,0.04566,-5.31614,-45.77356,-0.06315,-4.88421,-12.81783,-0.01296,29.84678,4.70491,0.04566,13.71686,0.00000,0.87733,0.00000
0.86328,0.27008,-23.42988,0.04283,-6.29338,-46.82897,-0.10134,-4.69013,-12.14918,-0.01301,28.48589,4.85981,0.04283,13.02305,0.00000,0.86333,0.00000
0.89132,0.17963,-24.83444,0.04019,-5.51159,-47.21986,-0.09547,-4.56327,-11.44596,-0.01161,27.14646,5.04657,0.04019,12.32207,0.00000,0.87617,0.00000
0.92086,0.02490,-26.24118,0.03730,-6.44973,-47.64985,-0.10575,-4.43419,-10.71786,-0.00970,25.78721,5.17073,0.03730,11.59890,0.00000,0.86742,0.00000
0.94968,-0.19559,-27.51675,0.03333,-9.30325,-47.37622,-0.14540,-4.27573,-10.00079,-0.00767,24.52800,5.20469,0.03333,10.87648,0.00000,0.87996,0.00000
0.98026,-0.44014,-29.03267,0.02991,-9.65505,-47.76711,-0.13512,-4.07797,-9.16018,-0.00478,23.04387,5.26218,0.02991,10.02690,0.00000,0.86654,0.00000
1.01367,-0.73518,-30.54125,0.02654,-10.28048,-47.96256,-0.13218,-3.87157,-8.38998,-0.00208,21.55179,5.26873,0.02654,9.24017,0.00000,0.87063,0.00000
1.04828,-1.14710,-32.30175,0.02062,-12.66493,-47.37622,-0.17624,-3.60947,-7.61115,-0.00033,19.78893,5.21007,0.02062,8.42365,0.00000,0.93829,0.00000
1.09019,-1.68105,-34.24770,0.01423,-13.95488,-47.53257,-0.15421,-3.28332,-6.73760,0.00105,17.81404,5.06812,0.01423,7.49503,0.00000,0.97883,0.00000
1.12245,-2.13928,-35.73569,0.00811,-14.15032,-45.46084,-0.21149,-3.00452,-6.00908,0.00347,16.28685,4.91060,0.00811,6.71835,0.00000,0.87296,0.00000
1.15543,-2.62807,-37.21128,0.00082,-15.12755,-45.49993,-0.24674,-2.69453,-5.34262,0.00424,14.76133,4.72070,0.00082,5.98365,0.00000,0.95842,0.00000
1.18975,-3.16281,-38.70281,-0.00743,-15.71389,-44.09272,-0.25996,-2.31143,-4.76176,0.00163,13.20506,4.48885,0.00743,5.29312,0.00000,0.87121,0.00000
1.22122,-3.68535,-40.08068,-0.01470,-15.87025,-42.06007,-0.24821,-1.94699,-4.20559,-0.00148,11.75873,4.24669,0.01470,4.63442,0.00000,0.87821,0.00000
1.25511,-4.21598,-41.40166,-0.02309,-15.79207,-41.08284,-0.23352,-1.62353,-3.64996,-0.00356,10.36274,3.98542,0.02309,3.99475,0.00000,0.95929,0.00000
1.28712,-4.75134,-42.65413,-0.03084,-15.36209,-39.12838,-0.24968,-1.27652,-3.08182,-0.00253,9.02830,3.70609,0.03084,3.33573,0.00000,0.94996,0.00000
1.32131,-5.28552,-43.85172,-0.04036,-14.58031,-36.35304,-0.28052,6.96916,-2.49833,0.00981,26.02228,6.14828,0.04036,7.40344,1.00000,0.87267,0.00000
1.35249,-5.78809,-44.90912,-0.05082,-14.77575,-34.75038,-0.35983,9.55639,-1.83199,0.01841,26.28579,5.09088,0.05082,9.73040,1.00000,0.87354,10.90479
1.38438,-6.18979,-45.89084,-0.06036,-12.27404,-32.24866,-0.35102,10.42060,-1.17317,0.02626,26.51019,4.10916,0.06036,10.48644,1.00000,0.86946,11.85186
1.41567,-6.40036,-46.77480,-0.07302,-6.44973,-28.61336,-0.43327,10.71463,-0.57576,0.03204,26.59664,3.22520,0.07302,10.73008,1.00000,0.87063,12.25027
1.44862,-6.58399,-47.61767,-0.08706,-3.98711,-26.11164,-0.39802,10.80251,-0.03045,0.03569,26.69052,2.38233,0.08706,10.80256,1.00000,0.93217,12.45854
1.48111,-6.63224,-48.35308,-0.09877,0.15636,-23.49266,-0.37452,10.79924,0.43174,0.03820,26.68311,1.64692,0.09877,10.80786,1.00000,0.97271,12.57659
1.51438,-6.37428,-48.94225,-0.10942,7.70059,-17.35564,-0.31136,10.67056,0.79891,0.03968,26.39548,1.05776,0.10942,10.70043,1.00000,0.87179,12.56163
1.55194,-6.03335,-49.52445,-0.11961,11.21863,-15.32300,-0.21443,10.48084,1.12206,0.04084,26.03769,0.47555,0.11961,10.54073,1.00000,0.97387,0.00000
1.59508,-5.39046,-50.12303,-0.12412,15.51845,-11.76588,-0.06609,10.20287,1.37591,0.04127,25.39075,0.12303,0.12412,10.29523,1.00000,0.86567,0.00000
1.62906,-4.69875,-50.45160,-0.12591,21.06913,-7.34879,-0.04259,9.91945,1.51965,0.04189,24.70288,0.45160,0.12591,10.03518,1.00000,0.99633,0.00000
1.66736,-3.82331,-50.75729,-0.12520,24.15718,-4.92525,0.07344,9.61750,1.61223,0.04368,23.83534,0.75729,0.12520,9.75169,1.00000,0.98846,0.00000
1.70851,-2.68385,-50.98600,-0.11916,28.22247,-2.07173,0.16743,9.28233,1.64604,0.04589,22.70527,0.98599,0.11916,9.42715,1.00000,0.79392,0.00000
1.73824,-1.72743,-51.13591,-0.11343,30.68509,-1.25086,0.19827,8.96996,1.65462,0.04747,21.75710,1.13591,0.11343,9.12130,1.00000,0.66938,0.00000
1.76753,-0.76017,-51.26163,-0.10682,32.44411,-0.62543,0.24821,8.66320,1.63834,0.04899,20.79847,1.26163,0.10682,8.81676,1.00000,0.84058,0.00000
1.80101,0.38756,-51.37363,-0.09723,34.67220,0.15636,0.30549,8.33047,1.57285,0.05002,19.66049,1.37362,0.09723,8.47766,1.00000,0.74287,0.00000
1.83070,1.46727,-51.43737,-0.08762,36.19668,1.01632,0.33193,7.97733,1.51675,0.05007,18.58839,1.43737,0.08762,8.12024,1.00000,0.75367,0.00000
1.86465,2.75199,-51.50850,-0.07699,37.48663,1.44630,0.33193,7.53513,1.47786,0.04996,17.31385,1.50850,0.07699,7.67869,1.00000,0.74462,0.00000
1.89577,3.92735,-51.51864,-0.06631,38.65931,2.34536,0.36130,7.08583,1.42154,0.04873,16.14423,1.51864,0.06631,7.22702,1.00000,0.82192,0.00000
1.92608,5.16997,-51.50689,-0.05502,39.71472,3.04896,0.36864,6.60461,1.31463,0.04642,14.90639,1.50689,0.05502,6.73418,1.00000,0.73500,0.00000
1.95977,6.49305,-51.50885,-0.04259,40.80922,2.38445,0.38333,6.09167,1.18360,0.04404,13.59097,1.50885,0.04259,6.20559,1.00000,0.73792,0.00000
1.99125,7.83704,-51.50762,-0.03043,41.39556,1.79811,0.38039,5.57540,1.02106,0.04066,12.25604,1.50762,0.03043,5.66813,1.00000,1.00596,0.00000
2.02756,9.23382,-51.48522,-0.01685,41.39556,1.87629,0.38039,5.00044,0.85775,0.03553,10.86814,1.48522,0.01685,5.07347,1.00000,0.97475,0.00000
2.06349,10.69210,-51.48299,-0.00470,41.47374,0.97723,0.35543,4.36785,0.68358,0.03006,9.42530,1.48299,0.00470,4.42102,1.00000,0.98263,0.00000
2.10452,12.57430,-51.46356,0.00917,41.23920,0.50816,0.30549,3.57328,0.50299,0.02170,7.56855,1.46356,0.00917,3.60851,1.00000,1.00946,0.00000
