anchor_id,phase,turn_type,base_vx,base_vy,base_w,left_vx,left_vy,left_w,right_vx,right_vy,right_w,nonext_vx,nonext_vy,nonext_w
19038,post_switch,unknown,6.59558193897149,15.6428304805476,0.798048926951574,6.61654314223327,15.6468347885367,0.7980510378642,6.55792489603845,15.6809642130708,0.798052184898679,6.62278481667764,8.61735552709071,5.0223919173743
