time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02204,0.00000,0.00000,0.00096,0.00000,-0.00000,-0.00147,-3.28125,-16.57031,0.00000,50.99020,0.00000,0.00096,16.89207,0.00000,1.04125,0.00000
0.07799,0.00001,-0.02541,0.00353,0.00000,-0.54725,0.05581,-4.26563,-21.54141,0.00000,50.96528,0.00500,0.00353,21.95968,0.00000,0.50429,0.00000
0.10805,0.00026,-0.14268,0.00481,0.03909,-3.08805,0.03819,-4.56094,-22.86867,0.00000,50.85035,0.02823,0.00481,23.31905,0.00000,0.51071,0.00000
0.13528,0.00665,-0.29315,0.00464,0.15636,-5.51159,-0.02497,-4.64953,-23.26685,0.00000,50.70409,0.06401,0.00464,23.72687,0.00000,0.50954,0.00000
0.16345,0.00956,-0.55895,0.00400,0.11727,-9.14689,-0.01762,-4.67611,-23.38631,0.00000,50.44412,0.11899,0.00400,23.84922,0.00000,0.52587,0.00000
0.19180,0.01458,-0.90878,0.00406,0.11727,-11.88314,0.02203,-4.68408,-23.42214,0.00000,50.10229,0.19253,0.00406,23.88592,0.00000,0.49875,0.00000
0.22078,0.00208,-1.29385,0.00332,-0.27363,-13.29036,-0.04847,-4.68647,-23.43289,0.00000,49.72253,0.25578,0.00332,23.89693,0.00000,0.50721,0.00000
0.24798,-0.01045,-1.82940,0.00032,-0.54725,-16.88657,-0.11750,-4.68719,-23.27205,0.00000,49.19550,0.34853,0.00032,23.73938,0.00000,0.50721,0.00000
0.27473,-0.02422,-2.33561,-0.00215,-0.50816,-19.07557,-0.08812,-4.68741,-22.73162,0.00000,48.69713,0.43430,0.00215,23.20987,0.00000,0.54600,0.00000
0.30259,-0.04156,-2.95122,-0.00470,-0.58634,-21.92909,-0.10281,-4.68747,-22.24136,0.00000,48.09115,0.53803,0.00470,22.72995,0.00000,0.54425,0.00000
0.33176,-0.05524,-3.67040,-0.00777,-0.42998,-24.15718,-0.11162,-4.68749,-22.09428,0.00000,47.38492,0.66566,0.00777,22.58606,0.00000,0.51508,0.00000
0.35733,-0.07330,-4.41883,-0.01041,-0.35180,-26.15073,-0.10575,-4.19531,-21.88610,0.00000,46.64957,0.79473,0.01041,22.28456,0.00000,0.50662,0.00000
0.38526,-0.08762,-5.17118,-0.01348,-0.31271,-29.16061,-0.12190,-4.53984,-21.49552,0.00000,45.91163,0.92823,0.01348,21.96969,0.00000,0.56262,0.00000
0.41174,-0.10636,-6.07006,-0.01683,-0.19545,-31.07598,-0.11456,-4.15102,-21.05022,0.00000,45.03025,1.08615,0.01683,21.45560,0.00000,0.60812,0.00000
0.43660,-0.12982,-6.94734,-0.02081,-0.23454,-32.20958,-0.19534,-4.52655,-20.58850,0.00000,44.16959,1.23519,0.02081,21.08023,0.00000,0.38529,0.00000
0.46039,-0.14659,-7.72894,-0.02485,-0.19545,-33.57770,-0.17771,-4.14703,-20.12186,0.00000,43.40429,1.37202,0.02485,20.54476,0.00000,0.61367,0.00000
0.48550,-0.18272,-8.61368,-0.02880,-0.46907,-36.04033,-0.15568,-4.03317,-19.65375,0.00000,42.53477,1.51011,0.02880,20.06331,0.00000,0.43371,0.00000
0.50972,-0.24718,-9.60312,-0.03379,-0.97723,-37.79934,-0.20709,-3.99901,-19.18519,0.00000,41.55750,1.64095,0.03379,19.59754,0.00000,0.44129,0.00000
0.53482,-0.28766,-10.55607,-0.03823,-0.66452,-38.73748,-0.16449,-3.98877,-18.38837,0.00000,40.62207,1.78814,0.03823,18.81601,0.00000,0.43546,0.00000
0.56958,-0.33582,-12.02312,-0.04318,0.19545,-41.00467,-0.12925,-3.98569,-17.82120,0.00000,39.18724,2.02863,0.04318,18.26146,0.00000,0.80296,0.00000
0.60126,-0.39893,-13.30370,-0.04890,-0.03909,-42.33370,-0.20268,-3.98477,-17.32292,0.00000,37.93150,2.21789,0.04890,17.77532,0.00000,0.60258,0.00000
0.63075,-0.44295,-14.58327,-0.05348,0.31271,-43.42820,-0.14100,-3.98449,-16.68125,0.00000,36.68354,2.42567,0.05348,17.15052,0.00000,0.50400,0.00000
0.66097,-0.50650,-15.94212,-0.05605,0.58634,-45.14813,-0.07197,-3.98441,-16.16063,0.00000,35.35627,2.62984,0.05605,16.64456,0.00000,0.49904,0.00000
0.69155,-0.59718,-17.35428,-0.06022,-0.15636,-46.51625,-0.14393,-3.49220,-15.51225,0.00000,33.97287,2.81787,0.06022,15.90048,0.00000,0.50721,0.00000
0.72081,-0.69245,-18.75242,-0.06446,-0.39089,-47.10259,-0.14834,-3.83672,-15.31774,0.00000,32.60432,2.99865,0.06446,15.79093,0.00000,0.60637,0.00000
0.75136,-0.79213,-20.25014,-0.06807,-0.15636,-48.78343,-0.10868,-3.44789,-14.43907,0.00000,31.14224,3.19463,0.06807,14.84502,0.00000,0.61921,0.00000
0.78170,-0.90706,-21.74681,-0.07173,-0.23454,-49.76067,-0.13806,-3.82343,-14.17547,0.00000,29.68037,3.37546,0.07173,14.68205,0.00000,0.55825,0.00000
