time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02559,0.00000,0.00000,0.00063,-0.00000,0.00000,0.00000,5.57813,2.62500,0.39515,22.36068,0.00000,0.99937,6.16491,0.00000,1.11125,0.00000
0.08120,0.00195,0.00000,0.00354,0.15636,0.00000,0.17918,7.25156,3.41250,0.51370,22.35893,0.00087,0.99646,8.01438,0.00000,0.50983,0.00000
0.11579,0.10155,0.02190,0.01514,2.69716,0.58634,0.39361,7.75359,3.64875,0.54926,22.26008,0.02583,0.98486,8.56922,0.00000,0.44508,0.00000
0.14642,0.25898,0.08096,0.03298,4.88616,1.71993,0.63007,7.90420,3.71962,0.55993,22.09288,0.04341,0.96702,8.73568,0.00000,0.45267,0.00000
0.17749,0.51935,0.19120,0.05767,8.09148,2.97079,0.85478,7.94939,3.08464,0.56313,21.81074,0.06124,0.94233,8.52688,0.00000,0.44946,0.00000
0.20959,0.85669,0.34971,0.08970,10.63229,4.10438,1.08243,7.96294,3.55039,0.49537,21.43816,0.07033,0.91030,8.71858,0.00000,0.52558,0.00000
0.24237,1.28311,0.53917,0.12855,12.82129,4.57345,1.18818,7.96701,3.03387,0.47504,20.97211,0.09158,0.87145,8.52511,0.00000,0.67608,0.00000
0.27644,1.80383,0.78114,0.16933,16.41750,5.19888,1.25868,7.96823,2.87891,0.46894,20.39824,0.10802,0.83067,8.47235,0.00000,0.56146,0.00000
0.31198,2.42457,1.08161,0.21784,18.76286,5.55068,1.38939,7.96859,2.17617,0.41557,19.70872,0.11688,0.78216,8.26040,0.00000,0.60054,0.00000
0.34948,3.17875,1.47029,0.27313,21.89000,5.74613,1.54948,7.47652,1.96535,0.45110,18.86028,0.10651,0.72687,7.73052,0.00000,0.40017,0.00000
0.38287,3.96440,1.86749,0.32838,24.39172,4.88616,1.64201,7.32889,1.24586,0.41022,17.97993,0.10260,0.67162,7.43403,0.00000,0.45325,0.00000
0.41652,4.81404,2.33136,0.38619,27.59704,4.80798,1.78888,7.28461,0.37376,0.32923,17.01239,0.06767,0.61381,7.29419,0.00000,0.47775,0.00000
0.44857,5.70016,2.88115,0.44460,29.78604,5.12070,1.83294,6.61507,0.11213,0.30494,15.97384,0.02779,0.55540,6.61602,0.00000,0.38092,0.00000
0.47884,6.52379,3.37888,0.49876,31.50597,3.79166,1.85350,6.41421,-0.62261,0.29765,15.01490,0.10463,0.50124,6.44436,0.00000,0.39783,0.00000
0.50862,7.35586,3.86131,0.55386,31.97504,1.48539,1.77419,5.69770,-0.84303,0.29546,14.05553,0.16403,0.44614,5.75973,0.00000,0.41388,0.00000
0.54077,8.24358,4.41735,0.60930,32.95227,0.35180,1.71985,5.48275,-0.90916,0.22608,13.01459,0.26436,0.39070,5.55762,0.00000,0.54075,0.00000
0.58323,9.46114,5.19674,0.67940,34.39857,-1.95446,1.63466,4.76201,-0.92900,0.20527,11.58183,0.41696,0.32060,4.85178,0.00000,0.59004,0.00000
0.61664,10.43802,5.82225,0.73125,34.39857,-3.55713,1.53332,4.05360,-0.93495,0.19903,10.43480,0.53955,0.26875,4.16003,0.00000,0.52208,0.00000
0.64859,11.34409,6.44215,0.77827,34.51584,-4.29982,1.43345,3.18483,-0.93673,0.12843,9.35858,0.68880,0.22173,3.31973,0.00000,0.55154,0.00000
0.68431,12.25564,7.05383,0.82671,33.81224,-6.29338,1.32330,2.92420,-0.93727,0.10725,8.28584,0.82825,0.17329,3.07074,0.00000,0.55358,0.00000
0.71902,13.28526,7.77339,0.86991,32.52229,-6.99698,1.22490,2.18976,-0.93743,0.10090,7.07429,1.01138,0.13009,2.38198,0.00000,0.50371,0.00000
0.75279,14.15191,8.44843,0.90914,32.24866,-6.95789,1.09565,1.96943,-0.93748,0.03027,6.05041,1.22758,0.09086,2.18117,0.00000,0.44100,0.00000
0.78236,14.93709,9.07723,0.93912,31.07598,-7.11425,1.01781,1.24708,-0.28124,0.00908,5.14632,1.43886,0.06088,1.27840,0.00000,0.39929,0.00000
0.81197,15.60046,9.64733,0.96659,29.62968,-6.84063,0.95759,-12.42275,-8.61562,-0.71886,49.84188,4.39954,1.96659,15.11799,1.00000,0.45150,0.00000
0.84206,16.28376,10.28939,0.99464,29.78604,-6.56700,0.84303,-16.85183,-10.62375,-0.93724,50.42651,3.71624,1.99464,19.92105,1.00000,0.47279,20.86704
0.87259,16.86332,10.79792,1.01083,27.28432,-7.15334,0.43180,-18.67274,-11.22619,-1.00276,50.89467,3.13668,2.01083,21.78757,1.00000,0.54513,22.75114
