time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02349,0.00000,0.00000,0.00101,-0.00000,0.00000,0.00000,-3.11719,-16.07813,0.00000,50.99020,0.00000,0.00101,16.37751,0.00000,0.94733,0.00000
0.08287,0.00002,-0.02345,0.00360,0.00000,-0.78179,0.02937,-4.05234,-20.90156,0.00000,50.96720,0.00462,0.00360,21.29077,0.00000,1.03396,0.00000
0.11951,0.00425,-0.15830,0.00482,0.07818,-3.12714,-0.00147,-4.98914,-22.34859,0.00000,50.83581,0.03522,0.00482,22.89872,0.00000,0.76417,0.00000
0.14970,-0.00083,-0.37136,0.00444,-0.03909,-6.72336,-0.04406,-5.27018,-22.78270,0.00000,50.62594,0.07201,0.00444,23.38432,0.00000,0.66121,0.00000
0.17936,0.00218,-0.68797,0.00371,-0.07818,-10.12413,-0.00734,-5.35449,-22.91294,0.06872,50.31620,0.13706,0.00371,23.53026,0.00000,0.83183,0.00000
0.20913,0.00124,-1.04564,0.00435,0.00000,-12.23495,0.04112,-4.72354,-22.78794,0.02062,49.96553,0.20628,0.00435,23.27235,0.00000,0.84467,0.00000
0.24069,-0.02096,-1.49524,0.00231,-0.50816,-14.77575,-0.08372,-5.19050,-22.75045,0.07491,49.52064,0.27269,0.00231,23.33504,0.00000,0.81025,0.00000
0.27196,-0.02803,-2.05422,-0.00069,-0.35180,-17.62927,-0.09987,-5.33059,-22.41107,0.09119,48.97181,0.37538,0.00069,23.03630,0.00000,0.87850,0.00000
0.30168,-0.04861,-2.68548,-0.00363,-0.54725,-19.46646,-0.10134,-5.37261,-21.98113,0.09608,48.34970,0.47900,0.00363,22.62819,0.00000,0.82075,0.00000
0.33447,-0.07748,-3.38700,-0.00855,-0.82088,-22.63270,-0.15568,-5.38522,-21.52403,0.02882,47.65740,0.58827,0.00855,22.18748,0.00000,0.77175,0.00000
0.36731,-0.10368,-4.29171,-0.01344,-0.50816,-24.97806,-0.13953,-4.73275,-21.38690,0.00865,46.76735,0.74001,0.01344,21.90430,0.00000,0.45442,0.00000
0.39433,-0.12953,-5.01456,-0.01699,-0.58634,-27.01070,-0.14100,-4.53701,-21.01763,0.00259,46.05557,0.85642,0.01699,21.50175,0.00000,0.45471,0.00000
0.41956,-0.16321,-5.81347,-0.02079,-0.66452,-29.23879,-0.19093,-4.47829,-20.57873,0.00078,45.26822,0.98007,0.02079,21.06037,0.00000,0.39725,0.00000
0.44436,-0.19706,-6.56734,-0.02556,-0.70361,-30.29420,-0.17624,-4.46068,-20.11893,0.00023,44.52520,1.09472,0.02556,20.60750,0.00000,0.44537,0.00000
0.47028,-0.24990,-7.39298,-0.03070,-1.09450,-31.81868,-0.19240,-4.45539,-19.98099,0.00007,43.70838,1.20484,0.03070,20.47170,0.00000,0.66675,0.00000
0.49998,-0.31707,-8.29233,-0.03710,-1.32904,-33.73405,-0.27612,-3.96162,-19.61148,0.00002,42.81693,1.31534,0.03710,20.00762,0.00000,0.61804,0.00000
0.53239,-0.39141,-9.53540,-0.04294,-0.93814,-35.29763,-0.15568,-3.81349,-18.68032,0.00001,41.58977,1.48624,0.04294,19.06560,0.00000,0.39958,0.00000
0.56011,-0.49305,-10.64801,-0.04730,-1.60266,-36.82211,-0.15568,-3.76905,-18.40097,0.00000,40.48409,1.60477,0.04730,18.78301,0.00000,0.40046,0.00000
0.58907,-0.63775,-11.72892,-0.05414,-2.69716,-38.89384,-0.26290,-3.75571,-18.31717,0.00000,39.39958,1.67487,0.05414,18.69823,0.00000,0.53900,0.00000
0.62083,-0.78715,-13.01257,-0.06137,-2.57989,-39.67563,-0.21002,-3.75171,-17.47171,0.00000,38.11753,1.78011,0.06137,17.86998,0.00000,0.51742,0.00000
0.64916,-0.92210,-14.17520,-0.06699,-2.22809,-41.39556,-0.20709,-3.09426,-16.72589,0.00000,36.95706,1.87580,0.06699,17.00970,0.00000,0.53142,0.00000
0.68275,-1.07435,-15.53806,-0.07456,-1.83720,-42.17734,-0.22177,-2.89703,-16.00995,0.00000,35.59906,1.99377,0.07456,16.26995,0.00000,0.52500,0.00000
0.71160,-1.19715,-16.84984,-0.08051,-1.01632,-43.81909,-0.18506,-2.83786,-15.79517,0.00000,34.29903,2.13062,0.08051,16.04808,0.00000,0.62271,0.00000
0.74140,-1.32737,-18.15501,-0.08585,-0.70361,-45.49993,-0.16156,-3.47636,-15.23855,0.06872,33.00481,2.25889,0.08585,15.63005,0.00000,0.54513,0.00000
