time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02632,0.00000,0.00000,0.00045,-0.00000,0.00000,0.00000,-2.62500,-16.57031,0.00000,50.99020,0.00000,0.00045,16.77695,0.00000,0.99429,0.00000
0.08699,0.00000,-0.01564,0.00428,0.00000,-0.78179,0.10868,-3.41250,-21.54141,0.00000,50.97486,0.00307,0.00428,21.81003,0.00000,0.66617,0.00000
0.12188,0.02786,-0.16213,0.00969,0.58634,-3.94802,0.15568,-4.30500,-23.03273,0.06872,50.83672,0.05912,0.00969,23.43160,0.00000,0.48796,0.00000
0.14822,0.05300,-0.34954,0.01480,0.93814,-5.39432,0.18652,-4.57275,-23.31607,0.08934,50.65798,0.12052,0.01480,23.76024,0.00000,0.41212,0.00000
0.17479,0.08779,-0.60708,0.01846,1.13359,-9.26416,0.13953,-4.65308,-23.40107,0.09552,50.41254,0.20514,0.01846,23.85920,0.00000,0.45092,0.00000
0.20078,0.12289,-0.93290,0.02251,1.17268,-11.64861,0.15862,-4.67717,-23.42657,0.02866,50.10043,0.30346,0.02251,23.88891,0.00000,0.44625,0.00000
0.22600,0.16579,-1.28580,0.02714,1.21177,-13.13400,0.18506,-4.68440,-23.10610,0.07732,49.76360,0.41474,0.02714,23.57616,0.00000,0.62971,0.00000
0.25130,0.21223,-1.71080,0.03212,1.36813,-16.02661,0.19827,-4.68657,-23.00995,0.02320,49.35724,0.54363,0.03212,23.48237,0.00000,0.44975,0.00000
0.28224,0.25022,-2.17108,0.03847,0.93814,-18.05925,0.21443,-4.68722,-22.98111,0.00696,48.91495,0.67115,0.03847,23.45424,0.00000,0.60258,0.00000
0.30970,0.29371,-2.81684,0.04248,0.70361,-19.74009,0.13659,-5.34367,-22.64433,0.00209,48.29297,0.84043,0.04248,23.26630,0.00000,0.59237,0.00000
0.33859,0.33097,-3.51755,0.04611,0.35180,-21.96818,0.12484,-5.54060,-22.21518,0.00063,47.61667,1.01439,0.04611,22.89568,0.00000,0.44858,0.00000
0.36396,0.35728,-4.13851,0.04948,0.00000,-24.50898,0.14540,-5.59968,-21.92237,0.00019,47.01648,1.16197,0.04948,22.62623,0.00000,0.44975,0.00000
0.39439,0.38468,-4.82009,0.05344,-0.27363,-26.69798,0.12778,-5.61740,-21.50640,0.00006,46.35801,1.32251,0.05344,22.22792,0.00000,0.51538,0.00000
0.42601,0.42459,-5.72612,0.05721,-0.27363,-28.65245,0.12043,-5.62272,-21.05348,0.00002,45.48460,1.53933,0.05721,21.79138,0.00000,0.56233,0.00000
0.45304,0.47206,-6.70614,0.05953,-0.27363,-30.76327,0.06462,-5.62432,-20.42542,0.00001,44.54236,1.77807,0.05953,21.18562,0.00000,0.45208,0.00000
0.47830,0.50806,-7.54981,0.06047,-0.39089,-31.97504,0.02203,-5.62479,-20.23700,0.00000,43.73143,1.97884,0.06047,21.00415,0.00000,0.54221,0.00000
0.51152,0.55845,-8.70788,0.06199,-0.58634,-34.67220,0.04259,-5.62494,-19.52423,0.00000,42.62065,2.25536,0.06199,20.31835,0.00000,0.45704,0.00000
0.54266,0.61310,-9.75214,0.06338,-0.46907,-35.41489,0.05581,-5.62498,-19.31039,0.00000,41.62365,2.51375,0.06338,20.11297,0.00000,0.47221,0.00000
0.58199,0.68699,-11.35333,0.06458,-0.58634,-38.62022,0.00881,-4.96874,-18.42593,0.00000,40.09710,2.90022,0.06458,19.08411,0.00000,0.53171,0.00000
0.61625,0.75308,-12.65540,0.06466,-0.58634,-39.98834,0.00000,-5.42812,-18.16059,0.00000,38.86191,3.22038,0.06466,18.95446,0.00000,0.66996,0.00000
0.64548,0.81461,-13.88334,0.06473,-0.62543,-41.12193,-0.01028,-5.56594,-17.58880,0.00000,37.70105,3.52154,0.06473,18.44846,0.00000,0.57021,0.00000
0.67533,0.87568,-15.13481,0.06458,-0.66452,-42.21643,-0.01909,-4.95103,-17.08914,0.00000,36.52207,3.82686,0.06458,17.79189,0.00000,0.63350,0.00000
0.70968,0.94508,-16.45822,0.06453,-0.58634,-43.85818,0.00734,-5.42281,-16.44706,0.00000,35.28238,4.15445,0.06453,17.31798,0.00000,0.52296,0.00000
0.73897,1.00409,-18.01926,0.06399,-1.01632,-45.14813,-0.00587,-5.56434,-15.76224,0.00000,33.82097,4.51846,0.06399,16.71557,0.00000,0.63058,0.00000
0.77217,1.03549,-19.46844,0.06220,-1.68084,-45.38266,-0.06903,-5.60680,-15.06461,0.00000,32.46472,4.83345,0.06220,16.07416,0.00000,0.45763,0.00000
0.79914,1.08724,-20.83599,0.06102,-1.48539,-46.24263,-0.04553,-5.61954,-14.36313,0.00000,31.20042,5.15240,0.06102,15.42332,0.00000,0.44421,0.00000
0.82727,1.10050,-22.15296,0.05900,-1.99355,-47.76711,-0.06609,-5.62336,-13.49644,0.00000,29.97798,5.42368,0.05900,14.62108,0.00000,0.45033,0.00000
0.85495,1.05065,-23.47544,0.05573,-4.06529,-47.68893,-0.13365,-5.62451,-12.74424,0.00000,28.73446,5.63416,0.05573,13.93021,0.00000,0.45004,0.00000
0.88481,0.94901,-24.89239,0.05221,-5.90248,-48.47072,-0.11750,-5.62485,-12.51859,0.00000,27.39111,5.81238,0.05221,13.72421,0.00000,0.52208,0.00000
0.91961,0.85058,-26.35357,0.04816,-5.94157,-48.62708,-0.10281,-4.96871,-11.95870,0.00000,26.01709,6.00242,0.04816,12.94985,0.00000,1.10717,0.00000
0.95153,0.70870,-28.12728,0.04417,-6.09793,-49.33068,-0.10868,-4.77186,-11.13449,0.00000,24.35348,6.21116,0.04417,12.11394,0.00000,0.75892,0.00000
0.98412,0.46588,-29.73231,0.03944,-9.34234,-48.86161,-0.15568,-5.36906,-10.39503,0.00000,22.81039,6.28782,0.03944,11.69972,0.00000,0.65100,0.00000
1.02122,0.23577,-31.30215,0.03382,-9.49870,-49.25250,-0.13071,-4.89197,-9.51695,0.00000,21.31620,6.37005,0.03382,10.70064,0.00000,0.84088,0.00000
1.06029,-0.20394,-33.35845,0.02780,-11.88314,-48.58799,-0.14981,-4.74884,-8.59727,0.00000,19.31073,6.34215,0.02780,9.82164,0.00000,0.62213,0.00000
1.10043,-0.72387,-35.48780,0.02073,-12.70402,-48.23618,-0.18359,-4.70590,-7.82918,0.00000,17.22354,6.24991,0.02073,9.13464,0.00000,0.46521,0.00000
1.13472,-1.11964,-37.11623,0.01423,-14.54122,-48.07983,-0.20121,-4.03677,-6.94250,0.00000,15.64776,6.18120,0.01423,8.03081,0.00000,0.64079,0.00000
1.16830,-1.66981,-38.64046,0.00699,-15.98752,-46.51625,-0.21884,-3.17978,-6.02025,0.00000,14.08656,5.94063,0.00699,6.80841,0.00000,0.64254,0.00000
1.20003,-2.19338,-40.13721,-0.00009,-16.02661,-45.73447,-0.23499,-2.92268,-5.08733,0.00000,12.57847,5.72077,0.00009,5.86711,0.00000,0.63554,0.00000
1.23718,-2.72781,-41.58319,-0.00929,-16.14388,-44.95268,-0.27905,-2.84556,-4.80745,0.00000,11.12329,5.48030,0.00929,5.58648,0.00000,0.55388,0.00000
1.26921,-3.35983,-43.17237,-0.01751,-16.41750,-43.15458,-0.26877,-2.16617,-4.06723,0.00000,9.52410,5.17221,0.01751,4.60811,0.00000,0.77058,0.00000
1.30523,-3.94004,-44.55759,-0.02639,-16.18297,-41.04375,-0.24821,-1.96235,-3.18892,0.00000,8.14512,4.87494,0.02639,3.74433,0.00000,0.65946,0.00000
1.34780,-4.58975,-46.18175,-0.03999,-16.80839,-39.12838,-0.33927,7.61442,-1.61293,0.00000,24.88443,3.81825,0.03999,7.78337,1.00000,0.86217,0.00000
1.38419,-5.39353,-47.49927,-0.05063,-16.84748,-36.35304,-0.31577,10.48745,-0.48388,0.06872,25.51637,2.50073,0.05063,10.49861,1.00000,0.85429,12.74047
1.42081,-5.89237,-48.74559,-0.06479,-12.50857,-32.71774,-0.53608,11.34936,0.51109,0.08934,25.92274,1.25441,0.06479,11.36086,1.00000,0.53200,13.81664
1.45615,-6.21240,-49.71919,-0.08712,-7.50514,-28.88698,-0.57573,12.10012,1.46583,0.09552,26.21391,0.28081,0.08712,12.18858,1.00000,0.52354,14.81313
1.49036,-6.42329,-50.65229,-0.10406,-4.33891,-26.34618,-0.48320,11.83316,1.75225,0.09738,26.43134,0.65229,0.10406,11.96219,1.00000,0.44538,14.65404
