time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02282,0.00000,0.00000,0.00061,-0.00000,0.00000,0.00000,0.00000,10.78125,0.46633,20.00000,0.00000,0.74939,10.78125,0.00000,0.68571,0.00000
0.08751,-0.00395,0.05081,0.00569,-0.07818,1.48539,0.21443,0.00000,10.78125,0.46633,19.94919,0.00395,0.74431,10.78125,0.00000,0.58042,0.00000
0.11869,0.01517,0.13105,0.01494,0.42998,2.85352,0.33780,0.00000,10.78125,0.46633,19.86896,0.01517,0.73506,10.78125,0.00000,0.40542,0.00000
0.14504,0.02100,0.27382,0.02996,0.54725,4.65163,0.66238,-0.70313,10.78125,0.41724,19.72619,0.02100,0.72004,10.80415,0.00000,0.58129,0.00000
0.17727,0.07241,0.51392,0.05364,1.64175,7.30970,0.73141,0.70313,10.78125,0.41724,19.48622,0.07241,0.69636,10.80415,0.00000,0.39200,0.00000
0.20649,0.13176,0.80081,0.07401,2.34536,8.75600,0.75932,0.00000,10.07813,0.41724,19.19965,0.13176,0.67599,10.07813,0.00000,0.36663,0.00000
0.23457,0.16495,1.11880,0.10002,2.18900,11.37498,0.99725,0.70313,9.60938,0.41724,18.88192,0.16495,0.64998,9.63507,0.00000,0.35029,0.00000
0.26524,0.21865,1.54257,0.13390,2.81443,13.68125,1.14705,1.40625,9.60938,0.41724,18.45872,0.21865,0.61610,9.71173,0.00000,0.40046,0.00000
0.29767,0.24962,2.07136,0.17334,3.12714,15.63572,1.28658,1.40625,8.43750,0.34361,17.93038,0.24962,0.57666,8.55388,0.00000,0.40600,0.00000
0.33675,0.26282,2.76686,0.22644,3.71348,17.94198,1.36736,1.87500,8.43750,0.34361,17.23515,0.26282,0.52356,8.64332,0.00000,0.41125,0.00000
0.36750,0.29772,3.40857,0.26980,5.35523,19.03648,1.45108,2.57813,8.43750,0.34361,16.59410,0.29772,0.48020,8.82259,0.00000,0.60171,0.00000
