time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02334,0.00000,0.00000,0.00096,-0.00000,0.00000,0.00000,10.54688,-0.46875,0.04909,20.00000,0.00000,0.00096,10.55729,0.00000,0.81725,0.00000
0.08825,0.05275,-0.01181,-0.00259,1.48539,-0.27363,-0.05581,11.01563,-0.46875,0.00000,19.94725,0.01181,0.00259,11.02559,0.00000,0.49554,0.00000
0.13226,0.23640,-0.03394,-0.00365,5.35523,-0.70361,-0.02056,11.01563,-0.46875,0.00000,19.76363,0.03394,0.00365,11.02559,0.00000,0.57225,0.00000
0.16257,0.53533,-0.05860,-0.00218,7.38788,-0.58634,0.04847,10.54688,-0.46875,0.00000,19.46475,0.05860,0.00218,10.55729,0.00000,0.54746,0.00000
0.19442,0.98094,-0.06385,0.00052,12.74311,-0.19545,0.09547,9.60938,-1.17188,0.00000,19.01917,0.06385,0.00052,9.68057,0.00000,0.39608,0.00000
0.22554,1.45783,-0.06388,0.00514,15.08847,-0.03909,0.18652,9.60938,-1.17188,0.00000,18.54228,0.06388,0.00514,9.68057,0.00000,0.39812,0.00000
0.25534,1.92498,-0.07170,0.01116,17.62927,-0.31271,0.18946,9.60938,-1.17188,0.00000,18.07516,0.07170,0.01116,9.68057,0.00000,0.40746,0.00000
0.28539,2.53298,-0.08538,0.01816,20.44370,-0.54725,0.26290,9.60938,-1.17188,0.00000,17.46723,0.08538,0.01816,9.68057,0.00000,0.40221,0.00000
0.31280,3.20746,-0.09188,0.02501,21.77273,-0.58634,0.23646,7.96875,-0.46875,0.00000,16.79279,0.09188,0.02501,7.98252,0.00000,0.51829,0.00000
0.34913,4.06803,-0.10621,0.03308,25.29077,-0.97723,0.22765,8.43750,-0.46875,0.00000,15.93233,0.10621,0.03308,8.45051,0.00000,0.40425,0.00000
0.38292,5.02445,-0.11297,0.03932,26.97161,-1.09450,0.20268,7.50000,-0.46875,0.00000,14.97597,0.11297,0.03932,7.51463,0.00000,1.07013,0.00000
0.41769,6.02605,-0.11750,0.04601,29.00425,-1.25086,0.20709,6.79688,-1.17188,0.00000,13.97444,0.11750,0.04601,6.89716,0.00000,0.45908,0.00000
0.45132,7.08783,-0.10494,0.05266,30.60691,-1.09450,0.20709,6.32813,-0.46875,0.00000,12.91259,0.10494,0.05266,6.34546,0.00000,0.50108,0.00000
0.48262,8.13504,-0.07064,0.05813,31.62324,-0.78179,0.17331,5.85938,-0.46875,0.00000,11.86517,0.07064,0.05813,5.87810,0.00000,0.35467,0.00000
0.51127,9.12028,-0.04580,0.06252,32.09231,-1.01632,0.14540,5.15625,-0.46875,0.00000,10.87982,0.04580,0.06252,5.17751,0.00000,0.49058,0.00000
0.54318,10.09869,-0.00307,0.06675,32.87409,-0.58634,0.13512,5.15625,0.00000,0.00000,9.90131,0.00307,0.06675,5.15625,0.00000,0.45121,0.00000
0.58290,11.40114,0.05774,0.07107,32.99136,-0.78179,0.10281,3.98438,-0.46875,0.00000,8.59905,0.05774,0.07107,4.01185,0.00000,0.51042,0.00000
0.61626,12.48512,0.10655,0.07451,32.75682,-0.74270,0.10134,3.51563,0.00000,0.00000,7.51564,0.10655,0.07451,3.51563,0.00000,0.44508,0.00000
0.65336,13.51428,0.18238,0.07866,32.40502,-0.15636,0.10868,2.81250,0.00000,0.00000,6.48828,0.18238,0.07866,2.81250,0.00000,0.41329,0.00000
