time_s,relX,relY,heading,vx_in,vy_in,omega_in,vx_out,vy_out,omega_out,pos_error,cross_track_error,theta_error,vel_mag,goalswitch,inference_ms,jumpMag
0.02318,0.00000,0.00000,-0.00018,-0.00000,0.00000,0.00000,0.00000,10.07813,0.53996,20.00000,0.00000,0.75018,10.07813,0.00000,0.68512,0.00000
0.08601,-0.00588,0.01563,0.00672,-0.11727,0.58634,0.30696,0.00000,10.78125,0.46633,19.98437,0.00588,0.74328,10.78125,0.00000,0.67375,0.00000
0.12278,0.02054,0.13506,0.02080,0.58634,2.93170,0.40830,-0.70313,10.78125,0.53996,19.86495,0.02054,0.72920,10.80415,0.00000,0.66500,0.00000
0.16934,0.05000,0.37038,0.05109,1.01632,5.70704,0.75344,0.00000,10.78125,0.46633,19.62968,0.05000,0.69891,10.78125,0.00000,0.50138,0.00000
0.20575,0.12598,0.72838,0.07964,2.14991,8.28693,0.85772,0.00000,10.78125,0.46633,19.27203,0.12598,0.67036,10.78125,0.00000,0.60842,0.00000
0.23357,0.16588,1.04517,0.10592,2.22809,10.35866,0.97228,0.00000,10.07813,0.46633,18.95556,0.16588,0.64408,10.07813,0.00000,0.61950,0.00000
0.26894,0.21331,1.44727,0.14541,2.69716,12.46948,1.12649,0.00000,10.07813,0.46633,18.55396,0.21331,0.60459,10.07813,0.00000,0.49088,0.00000
0.29773,0.25542,1.91707,0.17843,3.12714,14.46304,1.25721,0.00000,10.07813,0.46633,18.08473,0.25542,0.57157,10.07813,0.00000,0.51888,0.00000
0.32841,0.32068,2.39721,0.21756,4.53436,15.63572,1.27630,0.00000,9.37500,0.46633,17.60571,0.32068,0.53244,9.37500,0.00000,0.47658,0.00000
0.36157,0.37409,3.06766,0.26354,5.35523,17.19929,1.43492,0.70313,9.37500,0.39270,16.93647,0.37409,0.48646,9.40133,0.00000,0.49233,0.00000
0.39606,0.38298,3.70407,0.31505,5.35523,18.60650,1.49661,0.70313,7.96875,0.39270,16.30042,0.38298,0.43495,7.99971,0.00000,0.48621,0.00000
0.42715,0.37529,4.42100,0.36169,6.05884,20.32643,1.52010,1.40625,7.96875,0.31907,15.58352,0.37529,0.38831,8.09188,0.00000,0.48008,0.00000
0.46138,0.35716,5.13158,0.41238,7.38788,21.18639,1.53479,1.40625,7.26563,0.31907,14.87271,0.35716,0.33762,7.40046,0.00000,0.49233,0.00000
0.49980,0.28961,5.96256,0.47197,7.54423,22.00727,1.48632,2.34375,5.85938,0.24544,14.04043,0.28961,0.27803,6.31074,0.00000,0.49437,0.00000
0.53778,0.21481,6.85433,0.52650,8.91236,22.20272,1.46576,3.04688,5.15625,0.24544,13.14743,0.21481,0.22350,5.98919,0.00000,0.49992,0.00000
0.58053,0.08478,7.85790,0.58930,9.57688,21.38184,1.43492,3.04688,4.45313,0.14726,12.14239,0.08478,0.16070,5.39572,0.00000,0.41767,0.00000
0.61874,0.02093,8.88182,0.64517,12.19586,20.79550,1.47898,3.04688,3.75000,0.07363,11.11820,0.02093,0.10483,4.83176,0.00000,0.38004,0.00000
0.64835,-0.03378,9.54704,0.68629,12.46948,19.81827,1.36442,3.04688,3.75000,0.07363,10.45302,0.03378,0.06371,4.83176,0.00000,0.49583,0.00000
0.67483,-0.04755,10.11526,0.71920,13.29036,18.37197,1.20140,3.04688,3.04688,0.07363,9.88485,0.04755,0.03080,4.30893,0.00000,0.45267,0.00000
0.70305,-0.03005,10.81353,0.75097,14.69757,16.92566,1.08390,2.34375,3.04688,0.07363,9.18652,0.03005,0.00097,3.84404,0.00000,0.34942,0.00000
